,1st_Term_Funding,2nd_Term_Funding,3rd_Term_Funding,4th_Term_Funding,Start_year,Start_age,College,Age,Degree,Gender,funding_indicator,ID,Citizenship,Major_id,Major,net_cost,Program,Prep Level,Total Charges,Total Funding Amount,Y,PC1,PC2,PC3,Term 1 GPA,Term 2 GPA,Term 3 GPA,Term 4 GPA,Term 5 GPA,Term 6 GPA,Term 7 GPA,Term 8 GPA,gap_indicator,GPA_trend,Valid term,Average_GPA,academic_period,s_College,s_Citizenship
86,0,0,4185,4185,2008,23,GD Harpur,34,Doctor of Philosophy,Female,1,86,White,C52,Sociology,118695.25,Harpur Doctor of Philosophy,Bachelors Prepared,140913.25,22218,1,-0.269953134,0.351850977,0.933725848,3.8,3.47,3.33,4,0,0,0,0,0,0.05,4,3.65,8.8,GD Harpur,White
87,0,0,3141,3141,2008,24,GD Harpur,35,Doctor of Philosophy,Male,1,87,White,C46,Cognitive Psychology,47827.51,Harpur Doctor of Philosophy,Bachelors Prepared,68180.51,20353,1,0.273945334,-0.357054321,-0.947534244,4,3.2,3.83,3.43,3.94,3.8,4,0,0,0.05,7,3.74,5,GD Harpur,White
88,0,0,4968,4968,2008,24,GD Watson,35,Doctor of Philosophy,Male,1,88,China,R96,Electrical Engineering,19381.5,Electrical Engineering PhD,0,31729.5,12348,1,3.79E-16,-5.79E-16,-1.21E-15,4,3.9,3.85,4,0,0,0,0,0,-0.01,4,3.94,3.8,GD Non-Harpur,China
89,0,0,6625,4968,2008,22,GD Harpur,33,Doctor of Philosophy,Female,1,89,India,C22,Economics,24770.22,Harpur Doctor of Philosophy,Masters Prepared,48654.22,23884,1,3.79E-16,-5.79E-16,-1.21E-15,3.26,3.67,3.2,3.5,3.5,3.3,0,0,0,0,6,3.4,4.8,GD Harpur,White
90,0,0,3141,3141,2008,31,GD Harpur,42,Doctor of Philosophy,Female,1,90,Unknown,C23,English,78581.89,Harpur Doctor of Philosophy,Bachelors Prepared,97805.89,19224,1,0.215069726,-0.28031715,-0.743892688,4,4,4,4,0,0,0,0,0,0,4,4,7.4,GD Harpur,White
91,0,0,4968,4968,2008,23,GD Watson,34,Doctor of Philosophy,Male,1,91,Asia,R98,Mechanical Engineering,28564.89,Mechanical Engineering PhD,0,70370.89,41806,1,0.178622922,-0.232813187,-0.617828867,3.7,4,3.85,4,4,3.67,4,0,1,0.01,7,3.89,6.4,GD Non-Harpur,Asia
92,0,0,3141,3141,2008,25,GD Harpur,36,Doctor of Philosophy,Female,1,92,Asian,C23,English,20456.1,Harpur Doctor of Philosophy,Bachelors Prepared,26738.1,6282,1,0.195444524,-0.254738093,-0.676012169,3.85,4,3.5,3.85,0,0,0,0,0,-0.05,4,3.8,9,GD Harpur,White
93,0,0,4968,4968,2008,30,GD Watson,41,Doctor of Philosophy,Female,1,93,Asia,R93,Systems Science,20687.18,Systems Science PhD,0,33730.18,13043,1,-0.017629103,0.022977385,0.060976321,3.8,4,3.8,0,0,0,0,0,0,0,3,3.87,4,GD Non-Harpur,Asia
94,0,0,4185,3141,2008,23,GD Harpur,34,Doctor of Philosophy,Female,1,94,White,C47,Clinical Psychology,28288.4,Harpur Doctor of Philosophy,Bachelors Prepared,51779.4,23491,1,0.150586918,-0.196271676,-0.520856697,4,4,3.65,3.25,3.77,4,4,0,0,0,7,3.81,7,GD Harpur,White
95,0,0,4185,4185,2008,24,GD Harpur,35,Doctor of Philosophy,Female,1,95,White,C47,Clinical Psychology,19933.74,Harpur Doctor of Philosophy,Bachelors Prepared,42025.74,22092,1,0.217873327,-0.283971301,-0.753589905,4,4,3.65,3.68,3.9,4,4,4,0,0.02,8,3.9,6,GD Harpur,White
96,0,0,4185,4185,2008,22,GD Harpur,33,Doctor of Philosophy,Male,1,96,White,C43,Political Science,40453.32,Harpur Doctor of Philosophy,Bachelors Prepared,57669.32,17216,1,3.79E-16,-5.79E-16,-1.21E-15,3.7,3.9,4,4,4,0,0,0,0,0.07,5,3.92,4.8,GD Harpur,White
97,0,0,4968,552,2009,28,GD Grad School,38,Doctor of Philosophy,Female,1,97,China,H21,Materials Science and Engineer,18856.45,Graduate School PhD,0,25524.45,6668,1,0.139372517,-0.181655072,-0.482067829,0,0,0,0,0,0,0,0,0,0,0,0,1.4,GD Non-Harpur,China
98,0,0,0,552,2008,25.7,GD Watson,37,Doctor of Philosophy,Female,1,98,China,R87,Industrial and Systems Enginee,23488.93,Industrial and Systems Eng PhD,0,27948.93,4460,1,3.79E-16,-5.79E-16,-1.21E-15,4,4,0,0,0,0,0,0,0,0,2,4,3.2,GD Non-Harpur,China
99,0,0,4185,0,2008,22,GD Harpur,33,Doctor of Philosophy,Female,1,99,White,C47,Clinical Psychology,21265.09,Harpur Doctor of Philosophy,Bachelors Prepared,39172.09,17907,1,0.16740852,-0.218196583,-0.579039999,4,3.92,3.71,4,4,4,3.44,4,0,-0.02,8,3.88,6,GD Harpur,White
100,0,0,4968,4968,2008,21,GD Watson,32,Doctor of Philosophy,Male,1,100,China,R93,Systems Science,38583.34,Systems Science PhD,0,70227.34,31644,1,3.79E-16,-5.79E-16,-1.21E-15,3.57,3.77,3.5,4,4,3.9,0,0,1,0.08,6,3.79,7.4,GD Non-Harpur,China
101,0,0,3141,3141,2008,26,GD Harpur,37,Doctor of Philosophy,Male,1,101,White,C15,Chemistry,17471.68,Harpur Doctor of Philosophy,Bachelors Prepared,24533.68,7062,1,3.79E-16,-5.79E-16,-1.21E-15,3.5,3.44,0,0,0,0,0,0,0,-0.06,2,3.47,5,GD Harpur,White
102,0,0,3141,3141,2008,29,GD Harpur,40,Doctor of Philosophy,Male,1,102,Unknown,C23,English,13945.64,Harpur Doctor of Philosophy,Masters Prepared,33169.64,19224,1,0.052460906,-0.068376391,-0.181454103,4,4,3.5,4,0,0,0,0,0,-0.05,4,3.88,3.4,GD Harpur,White
103,0,0,4968,4968,2008,24,GD Watson,35,Doctor of Philosophy,Male,1,103,China,R92,Computer Science,25257.62,Computer Science PhD,0,42207.62,16950,1,3.79E-16,-5.79E-16,-1.21E-15,3.77,3.77,4,4,0,0,0,0,0,0.09,4,3.88,6.8,GD Non-Harpur,China
104,0,0,0,5166,2008,24.7,GD Watson,36,Doctor of Philosophy,Male,1,104,China,R96,Electrical Engineering,27745.5,Electrical Engineering PhD,0,51608.5,23863,1,-0.382097148,0.498017017,1.321614527,3.85,3.67,3,4,0,0,0,0,1,-0.02,4,3.63,5.7,GD Non-Harpur,China
105,0,0,4968,4968,2009,26,GD Grad School,36,Doctor of Philosophy,Female,1,105,China,C49,Physics,26807.93,Harpur Doctor of Philosophy,0,61371.93,34564,1,0.010406901,-0.013564125,-0.035995849,4,4,4,4,4,0,0,0,1,0,5,4,5,GD Non-Harpur,China
106,0,0,4968,4968,2009,26,GD Harpur,36,Doctor of Philosophy,Female,1,106,China,C49,Physics,26807.93,Harpur Doctor of Philosophy,Masters Prepared,61371.93,34564,1,0.010406901,-0.013564125,-0.035995849,4,4,4,4,4,0,0,0,1,0,5,4,5,GD Harpur,China
107,0,0,3141,3141,2008,22,GD Harpur,33,Doctor of Philosophy,Male,1,107,White,C14,Biological Sciences,12036.54,Harpur Doctor of Philosophy,Bachelors Prepared,25340.54,13304,1,0.184230122,-0.240121489,-0.637223301,3.77,4,3.46,4,4,0,0,0,0,0.05,5,3.84,4.4,GD Harpur,White
108,0,0,3141,3141,2008,23,GD Harpur,34,Doctor of Philosophy,Male,1,108,White,C46,Cognitive Psychology,21575.94,Harpur Doctor of Philosophy,Bachelors Prepared,42401.94,20826,1,0.094514911,-0.123188656,-0.326912358,3.66,3.32,3.83,3.67,3.85,3.8,0,0,0,0.06,6,3.69,8.4,GD Harpur,White
109,0,0,4968,4968,2008,25,GD Harpur,36,Doctor of Philosophy,Male,1,109,China,C15,Chemistry,25247.69,Harpur Doctor of Philosophy,Masters Prepared,48169.69,22922,1,-0.169023522,0.22030154,0.584626037,3.3,3.39,3.35,4,0,0,0,0,1,0.21,4,3.51,5,GD Harpur,China
110,0,0,4185,3141,2008,30,GD Harpur,41,Doctor of Philosophy,Male,1,110,White,C22,Economics,16607.33,Harpur Doctor of Philosophy,Bachelors Prepared,31345.33,14738,1,0.041246505,-0.053759787,-0.142665235,3.48,3.67,3.8,3.85,3.85,4,0,0,0,0.09,6,3.77,4.4,GD Harpur,White
111,0,0,4968,4968,2008,39,GD Harpur,50,Doctor of Philosophy,Female,1,111,China,C60,Translation Studies,30683.99,Harpur Doctor of Philosophy,Masters Prepared,50951.99,20268,1,0.137970717,-0.179827997,-0.477219221,3.69,4,0,0,0,0,0,0,0,0.31,2,3.84,6.8,GD Harpur,China
112,0,0,4968,4968,2008,34,GD Watson,45,Doctor of Philosophy,Male,1,112,Asian,R96,Electrical Engineering,22021.63,Electrical Engineering PhD,0,34369.63,12348,1,3.79E-16,-5.79E-16,-1.21E-15,4,4,4,3.7,0,0,0,0,0,-0.09,4,3.92,4,GD Non-Harpur,White
113,0,0,3141,3141,2008,22,GD Harpur,33,Doctor of Philosophy,Male,1,113,White,C13,Biological Sciences,11624.99,Harpur Doctor of Philosophy,Bachelors Prepared,27847.99,16223,1,3.79E-16,-5.79E-16,-1.21E-15,3.47,4,4,4,4,0,0,0,0,0.11,5,3.89,7,GD Harpur,White
114,0,0,4968,5299.2,2008,30,GD Management,41,Doctor of Philosophy,Female,1,114,Asian,B99,Management PHD,40152.5,Management PhD,0,62015.7,21863.2,1,-0.006414701,0.008360781,0.022187453,3.68,3.68,4,3.87,3.7,3,0,0,0,-0.1,6,3.65,6,GD Non-Harpur,White
115,3141,349,370,370,2008,23,GD Harpur,34,Doctor of Philosophy,Male,1,115,White,C26,Geology,4982.34,Harpur Doctor of Philosophy,Bachelors Prepared,9992.34,5010,1,0.088907711,-0.115880354,-0.307517924,4,4,3.8,0,0,0,0,0,1,-0.1,3,3.93,7.8,GD Harpur,White
116,0,0,4968,4968,2008,27,GD Watson,38,Doctor of Philosophy,Female,1,116,Asia,R96,Electrical Engineering,32310.58,Electrical Engineering PhD,0,76847.08,44536.5,1,3.79E-16,-5.79E-16,-1.21E-15,3.9,4,4,4,0,0,0,0,0,0.03,4,3.98,6,GD Non-Harpur,Asia
117,0,0,4185,3141,2008,25,GD Harpur,36,Doctor of Philosophy,Female,1,117,Black or African American,C52,Sociology,102243.09,Harpur Doctor of Philosophy,Masters Prepared,123907.09,21664,1,0.074889709,-0.097609599,-0.259031839,3.67,3.8,3.9,0,0,0,0,0,0,0.11,3,3.79,8,GD Harpur,White
118,0,0,3141,3141,2008,27,GD Harpur,38,Doctor of Philosophy,Male,1,118,Hispanic or Latino,C37,Philosophy SPEL,35992.39,Harpur Doctor of Philosophy,Masters Prepared,52256.39,16264,1,3.79E-16,-5.79E-16,-1.21E-15,3.91,3.69,4,4,0,0,0,0,0,0.06,4,3.9,10.4,GD Harpur,White
119,3888,432,453,453,2012,22,GD Watson,29,Doctor of Philosophy,Male,1,119,Hispanic or Latino,R92,Computer Science,3000.57,Computer Science PhD,0,9132.57,6132,1,-0.034450705,0.044902291,0.119159623,3.67,4,3.8,0,0,0,0,0,0,0.06,3,3.82,5.4,GD Non-Harpur,White
120,0,0,6255,695,2011,24,GD Grad School,32,Doctor of Philosophy,Male,1,120,India,H21,Materials Science and Engineer,23932.09,Graduate School PhD,0,34094.09,10162,1,-0.124165916,0.161835124,0.429470566,3.13,3.45,4,0,0,0,0,0,0,0.43,3,3.52,3.8,GD Non-Harpur,White
121,0,0,3490,3141,2008,26,GD Harpur,37,Doctor of Philosophy,Female,1,121,White,C45,Behavioral Neuroscience,25318.05,Harpur Doctor of Philosophy,Bachelors Prepared,46082.05,20764,1,0.257123732,-0.335129415,-0.889350942,3.05,4,3.32,3.85,3.7,4,0,0,0,0.13,6,3.65,5,GD Harpur,White
122,6625,6625,5166,5166,2009,30,GD Harpur,40,Doctor of Philosophy,Male,1,122,Other International Students,C37,Philosophy SPEL,10007.17,Harpur Doctor of Philosophy,Masters Prepared,36703.17,26696,1,-0.0993692,0.170675379,-0.03829765,3.91,4,4,0,0,0,0,0,0,0.04,3,3.97,4.4,GD Harpur,White
123,0,0,4185,3141,2008,29,GD Harpur,40,Doctor of Philosophy,Male,1,123,White,C52,Sociology,118878.7,Harpur Doctor of Philosophy,Masters Prepared,132486.7,13608,1,-0.045665106,0.059518895,0.157948491,4,4,3.9,0,0,0,0,0,0,-0.05,3,3.97,8,GD Harpur,White
124,4685,4685,3699,3699,2012,21,GD Harpur,28,Doctor of Philosophy,Male,1,124,White,C13,Biological Sciences,4436.32,Harpur Doctor of Philosophy,Bachelors Prepared,24786.32,20350,1,0.932025827,0.210570427,-1.504504344,3.9,3.78,4,4,0,0,0,0,0,0.05,4,3.92,5.4,GD Harpur,White
125,0,0,0,552,2008,26.3,GD Watson,38,Doctor of Philosophy,Male,1,125,China,R87,Industrial and Systems Enginee,23803.02,Industrial and Systems Eng PhD,0,26055.02,2252,1,-0.269953134,0.351850977,0.933725848,3.58,3.8,4,0,0,0,0,0,0,0.21,3,3.79,4,GD Non-Harpur,China
126,0,0,4968,4968,2008,27,GD Watson,38,Doctor of Philosophy,Male,1,126,Africa,R92,Computer Science,18233.54,Computer Science PhD,0,30581.54,12348,1,-0.208273927,0.271459654,0.720387075,3.33,3.57,3.5,0,0,0,0,0,0,0.08,3,3.47,3.8,GD Non-Harpur,Africa
127,0,0,4968,4968,2008,26,GD Harpur,37,Doctor of Philosophy,Female,1,127,India,C15,Chemistry,24570.73,Harpur Doctor of Philosophy,Masters Prepared,38308.73,13738,1,3.79E-16,-5.79E-16,-1.21E-15,3.15,3.72,3.35,0,0,0,0,0,0,0.1,3,3.41,5.8,GD Harpur,White
128,0,0,3141,3141,2008,27,GD Harpur,38,Doctor of Philosophy,Female,1,128,Hispanic or Latino,C46,Cognitive Psychology,21873.43,Harpur Doctor of Philosophy,Masters Prepared,41877.43,20004,1,0.044050105,-0.057413938,-0.152362452,3.96,4,3.7,4,3.8,3.76,0,0,0,-0.04,6,3.87,8,GD Harpur,White
129,0,0,6625,4185,2008,31,GD Harpur,42,Doctor of Philosophy,Female,1,129,Hispanic or Latino,C38,Philosophy Interpretation and,21320.34,Harpur Doctor of Philosophy,Bachelors Prepared,47248.34,25928,1,0.149185118,-0.194444601,-0.516008089,4,4,4,4,4,0,0,0,0,0,5,4,5.4,GD Harpur,White
130,0,0,0,0,1988,26.7,GD Harpur,58,Doctor of Philosophy,Female,0,130,White,C23,English,7287.17,Harpur Doctor of Philosophy,Bachelors Prepared,7287.17,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.8,4,4,3.65,3.65,3.7,4,0,0,-0.01,7,3.83,25.2,GD Harpur,White
131,0,0,0,0,2011,55.3,GD Harpur,64,Doctor of Philosophy,Female,0,131,White,C29,History,1513.55,Harpur Doctor of Philosophy,Masters Prepared,1513.55,0,1,0.268338133,-0.349746019,-0.92813981,0,0,0,0,0,0,0,0,0,0,0,0,0.6,GD Harpur,White
132,0,0,0,0,1990,25.7,GD Harpur,55,Doctor of Philosophy,Female,0,132,White,C23,English,9521.5,Harpur Doctor of Philosophy,Masters Prepared,9521.5,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.7,3.57,4,4,4,4,3.7,0,0,0.03,7,3.85,26.2,GD Harpur,White
133,0,0,0,0,1995,24.7,GD Education,49,Doctor of Education,Female,0,133,White,E99,Educational Theory and Practic,17987.3,Education EDD,0,17987.3,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.8,3.9,3.9,4,3.3,3,4,4,0,-0.02,8,3.74,19.2,GD Non-Harpur,White
134,0,0,0,0,2003,54.7,GD Nursing,71,Doctor of Philosophy,Female,0,134,White,D99,Nursing,17999.95,Nursing PhD,0,17999.95,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.7,3.3,4,4,4,4,3.3,4,0,0.03,8,3.79,12.2,GD Non-Harpur,White
135,0,0,0,0,2008,53.3,GD Education,65,Doctor of Education,Female,0,135,Unknown,E99,Educational Theory and Practic,10048.55,Education EDD,0,10048.55,0,1,3.79E-16,-5.79E-16,-1.21E-15,0,0,0,0,0,0,0,0,0,0,0,0,9,GD Non-Harpur,White
136,0,0,0,0,2013,41,GD CCPA,47,Doctor of Philosophy,Female,0,136,White,F44,Community and Public Affairs,14425.57,Community & Public Affairs PHD,0,14425.57,0,1,0.234694929,-0.305896207,-0.811773206,4,4,4,4,4,4,4,0,1,0,7,4,4.4,GD Non-Harpur,White
137,0,0,0,0,1995,24.7,GD Harpur,49,Doctor of Philosophy,Female,0,137,White,C01,Anthropology,66337.95,Harpur Doctor of Philosophy,Masters Prepared,66337.95,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.67,3.43,3.7,3.7,4,4,0,0,0,0.1,6,3.75,20,GD Harpur,White
138,0,0,0,0,2010,49,GD Nursing,58,Doctor of Philosophy,Female,0,138,White,D99,Nursing,27636.3,Nursing PhD,0,27636.3,0,1,0.010406901,-0.013564125,-0.035995849,4,4,4,4,4,4,4,4,0,0,8,4,7,GD Non-Harpur,White
139,0,0,0,0,1995,24.7,GD Harpur,49,Doctor of Philosophy,Female,0,139,White,C29,History,3976.5,Harpur Doctor of Philosophy,Masters Prepared,3976.5,0,1,0.153390519,-0.199925828,-0.530553914,3.9,3.77,3.87,4,4,0,0,0,0,0.04,5,3.91,16.7,GD Harpur,White
140,0,0,0,0,1993,23.7,GD Harpur,50,Doctor of Philosophy,Female,0,140,White,C09,Art History,1788.4,Harpur Doctor of Philosophy,Masters Prepared,1788.4,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.35,3.8,3.3,3.7,3.7,3.7,0,0,1,0.05,6,3.59,16,GD Harpur,White
141,0,0,0,0,2010,42,GD Harpur,51,Doctor of Philosophy,Male,0,141,White,C60,Translation Studies,7748.75,Harpur Doctor of Philosophy,Masters Prepared,7748.75,0,1,3.79E-16,-5.79E-16,-1.21E-15,4,4,0,0,0,0,0,0,0,0,2,4,1.4,GD Harpur,White
142,3141,0,0,0,2000,27.7,GD Harpur,47,Doctor of Philosophy,Male,1,142,White,C01,Anthropology,7192.65,Harpur Doctor of Philosophy,Masters Prepared,10333.65,3141,1,0.156194119,-0.203579979,-0.540251131,3.85,4,4,4,3.8,4,4,0,0,0.01,7,3.95,13.7,GD Harpur,White
143,0,0,0,0,1995,35.7,GD Watson,60,Doctor of Philosophy,Female,0,143,White,R93,Systems Science,23742.31,Systems Science PhD,0,23742.31,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.7,3.5,3.15,2.46,3.15,0,0,0,1,-0.21,5,3.19,18.7,GD Non-Harpur,White
144,0,0,0,0,2003,22.7,GD Harpur,39,Doctor of Philosophy,Female,0,144,White,C29,History,11997.1,Harpur Doctor of Philosophy,Masters Prepared,11997.1,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.8,4,3.9,3.8,3.91,0,0,0,0,0,5,3.88,11.2,GD Harpur,White
145,0,0,0,0,1998,22.7,GD Harpur,44,Doctor of Philosophy,Female,1,145,Asian,C52,Sociology,48966.95,Harpur Doctor of Philosophy,Masters Prepared,49315.95,349,1,3.79E-16,-5.79E-16,-1.21E-15,3.67,4,3.66,3.7,3.85,4,0,0,0,0.04,6,3.81,12.2,GD Harpur,White
146,0,0,0,0,1997,21.7,GD Harpur,44,Doctor of Philosophy,Female,0,146,Black or African American,C43,Political Science,3446.6,Harpur Doctor of Philosophy,Masters Prepared,3446.6,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.67,3.67,3.47,3.33,3.6,3.21,3.5,0,0,-0.05,7,3.49,13.7,GD Harpur,White
147,0,0,0,0,2001,37.7,GD Harpur,56,Doctor of Philosophy,Female,0,147,White,C09,Art History,10938.87,Harpur Doctor of Philosophy,Bachelors Prepared,10938.87,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.7,3.7,4,3.7,4,4,4,0,1,0.05,7,3.87,12.7,GD Harpur,White
148,0,0,0,0,1993,24.7,GD Harpur,51,Doctor of Philosophy,Female,0,148,White,C01,Anthropology,7459.35,Harpur Doctor of Philosophy,Bachelors Prepared,7459.35,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.46,3.85,4,3.7,4,4,0,0,0,0.08,6,3.84,19.2,GD Harpur,White
149,0,0,0,0,2000,22.7,GD Harpur,42,Doctor of Philosophy,Male,0,149,Europe,C38,Philosophy Interpretation and,13771.1,Harpur Doctor of Philosophy,Masters Prepared,13771.1,0,1,3.79E-16,-5.79E-16,-1.21E-15,4,4,4,4,3.9,0,0,0,0,-0.02,5,3.98,9.7,GD Harpur,White
150,0,0,0,0,2006,25.7,GD Harpur,39,Doctor of Philosophy,Male,1,150,White,C23,English,12848.5,Harpur Doctor of Philosophy,Masters Prepared,19130.5,6282,1,3.79E-16,-5.79E-16,-1.21E-15,3.9,4,4,0,0,0,0,0,0,0.05,3,3.97,3.7,GD Harpur,White
151,0,0,0,0,1998,24.7,GD Harpur,46,Doctor of Philosophy,Female,0,151,Asian,C52,Sociology,5545.5,Harpur Doctor of Philosophy,Masters Prepared,5545.5,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.57,3.43,3.5,3.48,3.7,0,0,0,0,0.03,5,3.54,12.7,GD Harpur,White
152,0,0,0,0,2000,29.7,GD Harpur,49,Doctor of Philosophy,Female,0,152,Asia,C33,Comparative Literature,90985.28,Harpur Doctor of Philosophy,Masters Prepared,90985.28,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.8,4,4,4,3.87,4,4,0,0,0.02,7,3.95,11.7,GD Harpur,Asia
153,0,0,0,0,1999,29.7,GD Harpur,50,Doctor of Philosophy,Female,0,153,White,C43,Political Science,4264.1,Harpur Doctor of Philosophy,Bachelors Prepared,4264.1,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.33,3.43,3.33,3.23,2.5,0,0,0,0,-0.19,5,3.17,10.7,GD Harpur,White
154,0,0,3141,3141,2008,25,GD Watson,36,Doctor of Philosophy,Female,1,154,Hispanic or Latino,R87,Industrial and Systems Enginee,10356.65,Industrial and Systems Eng PhD,0,23708.65,13352,1,3.79E-16,-5.79E-16,-1.21E-15,3.35,3.65,0,0,0,0,0,0,0,0.3,2,3.5,5.4,GD Non-Harpur,White
155,0,0,0,0,2001,26.7,GD Harpur,45,Doctor of Philosophy,Female,0,155,Other International Students,C38,Philosophy Interpretation and,20547.5,Harpur Doctor of Philosophy,Masters Prepared,20547.5,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.9,4,4,4,4,0,0,0,0,0.02,5,3.98,11.2,GD Harpur,White
156,0,0,0,0,2001,29.7,GD Harpur,48,Doctor of Philosophy,Female,0,156,Other International Students,C09,Art History,7224.95,Harpur Doctor of Philosophy,Bachelors Prepared,7224.95,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.8,3.7,3.8,0,0,0,0,0,0,0,3,3.77,8.7,GD Harpur,White
157,0,0,0,0,2000,21.7,GD Harpur,41,Doctor of Philosophy,Female,1,157,White,C01,Anthropology,1578.75,Harpur Doctor of Philosophy,Masters Prepared,1927.75,349,1,3.79E-16,-5.79E-16,-1.21E-15,3.8,3.7,4,4,4,3.76,4,0,0,0.03,7,3.89,9.2,GD Harpur,White
158,0,0,0,0,2008,33.3,GD Watson,45,Doctor of Philosophy,Male,0,158,White,R98,Mechanical Engineering,4811.5,Mechanical Engineering PhD,0,4811.5,0,1,3.79E-16,-5.79E-16,-1.21E-15,0,0,0,0,0,0,0,0,0,0,0,0,4,GD Non-Harpur,White
159,0,0,0,0,2002,21.7,GD Harpur,39,Doctor of Philosophy,Male,0,159,White,C34,Mathematics,3177.1,Harpur Doctor of Philosophy,Masters Prepared,3177.1,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.43,3.33,4,3.65,3.7,3.7,3.3,3.7,0,0.01,8,3.6,7.7,GD Harpur,White
160,0,349,349,0,2005,21.7,GD Harpur,36,Doctor of Philosophy,Female,1,160,White,C15,Chemistry,1000.4,Harpur Doctor of Philosophy,Bachelors Prepared,1698.4,698,1,3.79E-16,-5.79E-16,-1.21E-15,3.76,4,4,4,0,0,0,0,0,0.07,4,3.94,4.7,GD Harpur,White
161,0,0,0,552,2005,23.7,GD Watson,38,Doctor of Philosophy,Male,1,161,India,R92,Computer Science,25643.15,Computer Science PhD,0,31163.15,5520,1,3.79E-16,-5.79E-16,-1.21E-15,3.65,3.93,3.7,3.5,3,4,4,4,0,0.04,8,3.72,7.2,GD Non-Harpur,White
162,0,0,0,0,2006,25.7,GD Harpur,39,Doctor of Philosophy,Male,1,162,White,C23,English,20310.7,Harpur Doctor of Philosophy,Bachelors Prepared,21008.7,698,1,3.79E-16,-5.79E-16,-1.21E-15,3.85,4,4,4,0,0,0,0,0,0.04,4,3.96,3.7,GD Harpur,White
163,0,0,0,0,2008,28.7,GD Watson,40,Doctor of Philosophy,Male,1,163,India,R87,Industrial and Systems Enginee,23161.15,Industrial and Systems Eng PhD,0,23713.15,552,1,3.79E-16,-5.79E-16,-1.21E-15,0,0,0,0,0,0,0,0,0,0,0,0,1.7,GD Non-Harpur,White
164,0,0,0,0,1999,23.7,GD Harpur,44,Doctor of Philosophy,Male,0,164,White,C29,History,54941.4,Harpur Doctor of Philosophy,Bachelors Prepared,54941.4,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.67,3.5,3.61,0,0,0,0,0,0,-0.03,3,3.59,11.7,GD Harpur,White
165,0,0,0,0,2017,42,GD Harpur,44,Doctor of Philosophy,Male,0,165,Other International Students,C26,Geology,7683.25,Harpur Doctor of Philosophy,Masters Prepared,7683.25,0,1,0.290766936,-0.378979228,-1.005717546,4,0,0,0,0,0,0,0,0,0,1,4,0.4,GD Harpur,White
166,0,0,0,0,2000,26.7,GD Harpur,46,Doctor of Philosophy,Female,0,166,White,C38,Philosophy Interpretation and,87886.1,Harpur Doctor of Philosophy,Bachelors Prepared,87886.1,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.57,4,3.7,0,0,0,0,0,0,0.06,3,3.76,12.7,GD Harpur,White
167,0,0,0,0,2000,25.7,GD Harpur,45,Doctor of Philosophy,Male,0,167,Hispanic or Latino,C38,Philosophy Interpretation and,45002.05,Harpur Doctor of Philosophy,Masters Prepared,45002.05,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.57,3.8,4,4,3.9,4,4,0,0,0.06,7,3.9,10.7,GD Harpur,White
168,0,0,0,0,2008,28,GD Watson,39,Doctor of Philosophy,Male,0,168,India,R87,Industrial and Systems Enginee,23124.3,Industrial and Systems Eng PhD,0,23124.3,0,1,3.79E-16,-5.79E-16,-1.21E-15,0,0,0,0,0,0,0,0,0,0,0,0,1.4,GD Non-Harpur,White
169,0,0,0,0,2001,20.7,GD Harpur,39,Doctor of Philosophy,Male,0,169,White,C23,English,17526.35,Harpur Doctor of Philosophy,Masters Prepared,17526.35,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.43,4,4,4,3.67,4,3.93,3.94,0,0.03,8,3.87,8.2,GD Harpur,White
170,0,0,0,0,2001,23.7,GD Harpur,42,Doctor of Philosophy,Male,0,170,White,C23,English,2796.1,Harpur Doctor of Philosophy,Masters Prepared,2796.1,0,1,3.79E-16,-5.79E-16,-1.21E-15,3.57,3.7,4,4,4,3.85,4,4,0,0.05,8,3.89,8.7,GD Harpur,White
171,0,0,0,0,2002,27.7,GD Harpur,45,Doctor of Philosophy,Female,0,171,Black or African American,C60,Translation Studies,30238.05,Harpur Doctor of Philosophy,Bachelors Prepared,30238.05,0,1,3.79E-16,-5.79E-16,-1.21E-15,3,3.01,3.25,3.81,4,3.6,4,3.69,0,0.13,8,3.55,7.2,GD Harpur,White
