,1st Term Funding,2nd Term Funding,3rd Term Funding,4th Term Funding,Start age,College,Current Age,Degree,Gender,Grad Funding Indicator,ID,Citizenship,Major ID,Major,Net Cost After Any Funding,Program,Prep Level,Total Charges,Total Funding Amount,Y,PC1,PC2,PC3,Term 1 GPA,Term 2 GPA,Term 3 GPA,Term 4 GPA,Term 5 GPA,Term 6 GPA,Term 7 GPA,Term 8 GPA,Gap,Slope,Valid term,Average,Academic Period (Years)
95,0,0,4185,4185,24,GD Harpur,35,Doctor of Philosophy,Female,1,95,White,C47,Clinical Psychology,19933.74,Harpur Doctor of Philosophy,Bachelors Prepared,42025.74,22092,1,0.108766937,-0.674417692,0.252907554,4,4,3.65,3.68,3.9,4,4,4,0,0.02,8,3.9,6
96,0,0,4185,4185,22,GD Harpur,33,Doctor of Philosophy,Male,1,96,White,C43,Political Science,40453.32,Harpur Doctor of Philosophy,Bachelors Prepared,57669.32,17216,1,0.079580753,-1.554411917,-0.256456652,3.7,3.9,4,4,4,0,0,0,0,0.07,5,3.92,4.8
97,0,0,4968,552,28,GD Grad School,38,Doctor of Philosophy,Female,1,97,China,H21,Materials Science and Engineer,18856.45,Graduate School PhD,0,25524.45,6668,1,0.107711106,-0.706252109,0.234480942,0,0,0,0,0,0,0,0,0,0,0,0,1.4
98,0,0,0,552,25.7,GD Watson,37,Doctor of Philosophy,Female,1,98,China,R87,Industrial and Systems Enginee,23488.93,Industrial and Systems Eng PhD,0,27948.93,4460,1,0.079580753,-1.554411917,-0.256456652,0,0,0,0,0,0,0,0,0,0,0,0,3.2
99,0,0,4185,0,22,GD Harpur,33,Doctor of Philosophy,Female,1,99,White,C47,Clinical Psychology,21265.09,Harpur Doctor of Philosophy,Bachelors Prepared,39172.09,17907,1,0.108088189,-0.694882674,0.241061875,4,3.92,3.71,4,4,4,3.44,4,0,-0.02,8,3.88,6
100,0,0,4968,4968,21,GD Watson,32,Doctor of Philosophy,Male,1,100,China,R93,Systems Science,38583.34,Systems Science PhD,0,70227.34,31644,1,0.079580753,-1.554411917,-0.256456652,3.57,3.77,3.5,4,4,3.9,0,0,1,0.08,6,3.79,7.4
101,0,0,3141,3141,26,GD Harpur,37,Doctor of Philosophy,Male,1,101,White,C15,Chemistry,17471.68,Harpur Doctor of Philosophy,Bachelors Prepared,24533.68,7062,1,0.079580753,-1.554411917,-0.256456652,3.5,3.44,0,0,0,0,0,0,0,-0.06,2,3.47,5
102,0,0,3141,3141,29,GD Harpur,40,Doctor of Philosophy,Male,1,102,Unknown,C23,English,13945.64,Harpur Doctor of Philosophy,Masters Prepared,33169.64,19224,1,0.106542151,-0.741497355,0.21408005,4,4,3.5,4,0,0,0,0,0,-0.05,4,3.88,3.4
103,0,0,4968,4968,24,GD Watson,35,Doctor of Philosophy,Male,1,103,China,R92,Computer Science,25257.62,Computer Science PhD,0,42207.62,16950,1,0.079580753,-1.554411917,-0.256456652,3.77,3.77,4,4,0,0,0,0,0,0.09,4,3.88,6.8
104,0,0,0,5166,24.7,GD Watson,36,Doctor of Philosophy,Male,1,104,China,R96,Electrical Engineering,27745.5,Electrical Engineering PhD,0,51608.5,23863,1,0.100697372,-0.917723589,0.11207559,3.85,3.67,3,4,0,0,0,0,1,-0.02,4,3.63,5.7
105,0,0,4968,4968,26,GD Grad School,36,Doctor of Philosophy,Female,1,105,China,C49,Physics,26807.93,Harpur Doctor of Philosophy,0,61371.93,34564,1,0.105976527,-0.758551507,0.204208651,4,4,4,4,4,0,0,0,1,0,5,4,5
106,0,0,4968,4968,26,GD Harpur,36,Doctor of Philosophy,Female,1,106,China,C49,Physics,26807.93,Harpur Doctor of Philosophy,Masters Prepared,61371.93,34564,1,0.105976527,-0.758551507,0.204208651,4,4,4,4,4,0,0,0,1,0,5,4,5
107,0,0,3141,3141,22,GD Harpur,33,Doctor of Philosophy,Male,1,107,White,C14,Biological Sciences,12036.54,Harpur Doctor of Philosophy,Bachelors Prepared,25340.54,13304,1,0.108314438,-0.688061014,0.245010435,3.77,4,3.46,4,4,0,0,0,0,0.05,5,3.84,4.4
108,0,0,3141,3141,23,GD Harpur,34,Doctor of Philosophy,Male,1,108,White,C46,Cognitive Psychology,21575.94,Harpur Doctor of Philosophy,Bachelors Prepared,42401.94,20826,1,0.107107774,-0.724443204,0.223951449,3.66,3.32,3.83,3.67,3.85,3.8,0,0,0,0.06,6,3.69,8.4
109,0,0,4968,4968,25,GD Harpur,36,Doctor of Philosophy,Male,1,109,China,C15,Chemistry,25247.69,Harpur Doctor of Philosophy,Masters Prepared,48169.69,22922,1,0.103563199,-0.831315887,0.16209068,3.3,3.39,3.35,4,0,0,0,0,1,0.21,4,3.51,5
110,0,0,4185,3141,30,GD Harpur,41,Doctor of Philosophy,Male,1,110,White,C22,Economics,16607.33,Harpur Doctor of Philosophy,Bachelors Prepared,31345.33,14738,1,0.106391318,-0.746045129,0.211447677,3.48,3.67,3.8,3.85,3.85,4,0,0,0,0.09,6,3.77,4.4
111,0,0,4968,4968,39,GD Harpur,50,Doctor of Philosophy,Female,1,111,China,C60,Translation Studies,30683.99,Harpur Doctor of Philosophy,Masters Prepared,50951.99,20268,1,0.107692252,-0.70682058,0.234151895,3.69,4,0,0,0,0,0,0,0,0.31,2,3.84,6.8
112,0,0,4968,4968,34,GD Watson,45,Doctor of Philosophy,Male,1,112,Asian,R96,Electrical Engineering,22021.63,Electrical Engineering PhD,0,34369.63,12348,1,0.079580753,-1.554411917,-0.256456652,4,4,4,3.7,0,0,0,0,0,-0.09,4,3.92,4
113,0,0,3141,3141,22,GD Harpur,33,Doctor of Philosophy,Male,1,113,White,C13,Biological Sciences,11624.99,Harpur Doctor of Philosophy,Bachelors Prepared,27847.99,16223,1,0.079580753,-1.554411917,-0.256456652,3.47,4,4,4,4,0,0,0,0,0.11,5,3.89,7
114,0,0,4968,5299.2,30,GD Management,41,Doctor of Philosophy,Female,1,114,Asian,B99,Management PHD,40152.5,Management PhD,0,62015.7,21863.2,1,0.105750277,-0.765373168,0.200260091,3.68,3.68,4,3.87,3.7,3,0,0,0,-0.1,6,3.65,6
115,3141,349,370,370,23,GD Harpur,34,Doctor of Philosophy,Male,1,115,White,C26,Geology,4982.34,Harpur Doctor of Philosophy,Bachelors Prepared,9992.34,5010,1,0.107032358,-0.726717091,0.222635263,4,4,3.8,0,0,0,0,0,1,-0.1,3,3.93,7.8
116,0,0,4968,4968,27,GD Watson,38,Doctor of Philosophy,Female,1,116,Asia,R96,Electrical Engineering,32310.58,Electrical Engineering PhD,0,76847.08,44536.5,1,0.079580753,-1.554411917,-0.256456652,3.9,4,4,4,0,0,0,0,0,0.03,4,3.98,6
117,0,0,4185,3141,25,GD Harpur,36,Doctor of Philosophy,Female,1,117,Black or African American,C52,Sociology,102243.09,Harpur Doctor of Philosophy,Masters Prepared,123907.09,21664,1,0.106843817,-0.732401808,0.219344796,3.67,3.8,3.9,0,0,0,0,0,0,0.11,3,3.79,8
118,0,0,3141,3141,27,GD Harpur,38,Doctor of Philosophy,Male,1,118,Hispanic or Latino,C37,Philosophy SPEL,35992.39,Harpur Doctor of Philosophy,Masters Prepared,52256.39,16264,1,0.079580753,-1.554411917,-0.256456652,3.91,3.69,4,4,0,0,0,0,0,0.06,4,3.9,10.4
119,3888,432,453,453,22,GD Watson,29,Doctor of Philosophy,Male,1,119,Hispanic or Latino,R92,Computer Science,3000.57,Computer Science PhD,0,9132.57,6132,1,0.105373195,-0.776742602,0.193679158,3.67,4,3.8,0,0,0,0,0,0,0.06,3,3.82,5.4
120,0,0,6255,695,24,GD Grad School,32,Doctor of Philosophy,Male,1,120,India,H21,Materials Science and Engineer,23932.09,Graduate School PhD,0,34094.09,10162,1,0.104166531,-0.813124792,0.172620173,3.13,3.45,4,0,0,0,0,0,0,0.43,3,3.52,3.8
121,0,0,3490,3141,26,GD Harpur,37,Doctor of Philosophy,Female,1,121,White,C45,Behavioral Neuroscience,25318.05,Harpur Doctor of Philosophy,Bachelors Prepared,46082.05,20764,1,0.109294853,-0.658500484,0.26212086,3.05,4,3.32,3.85,3.7,4,0,0,0,0.13,6,3.65,5
122,6625,6625,5166,5166,30,GD Harpur,40,Doctor of Philosophy,Male,1,122,South America,C37,Philosophy SPEL,10007.17,Harpur Doctor of Philosophy,Masters Prepared,36703.17,26696,1,-2.546402918,0.950360754,-0.41705665,3.91,4,4,0,0,0,0,0,0,0.04,3,3.97,4.4
123,0,0,4185,3141,29,GD Harpur,40,Doctor of Philosophy,Male,1,123,White,C52,Sociology,118878.7,Harpur Doctor of Philosophy,Masters Prepared,132486.7,13608,1,0.105222362,-0.781290376,0.191046785,4,4,3.9,0,0,0,0,0,0,-0.05,3,3.97,8
124,4685,4685,3699,3699,21,GD Harpur,28,Doctor of Philosophy,Male,1,124,White,C13,Biological Sciences,4436.32,Harpur Doctor of Philosophy,Bachelors Prepared,24786.32,20350,1,3.492214417,2.196706308,-0.014572506,3.9,3.78,4,4,0,0,0,0,0,0.05,4,3.92,5.4
125,0,0,0,552,26.3,GD Watson,38,Doctor of Philosophy,Male,1,125,China,R87,Industrial and Systems Enginee,23803.02,Industrial and Systems Eng PhD,0,26055.02,2252,1,0.102205702,-0.872245851,0.138399322,3.58,3.8,4,0,0,0,0,0,0,0.21,3,3.79,4
126,0,0,4968,4968,27,GD Watson,38,Doctor of Philosophy,Male,1,126,Afria,R92,Computer Science,18233.54,Computer Science PhD,0,30581.54,12348,1,0.103035283,-0.847233096,0.152877374,3.33,3.57,3.5,0,0,0,0,0,0,0.08,3,3.47,3.8
127,0,0,4968,4968,26,GD Harpur,37,Doctor of Philosophy,Female,1,127,India,C15,Chemistry,24570.73,Harpur Doctor of Philosophy,Masters Prepared,38308.73,13738,1,0.079580753,-1.554411917,-0.256456652,3.15,3.72,3.35,0,0,0,0,0,0,0.1,3,3.41,5.8
128,0,0,3141,3141,27,GD Harpur,38,Doctor of Philosophy,Female,1,128,Hispanic or Latino,C46,Cognitive Psychology,21873.43,Harpur Doctor of Philosophy,Masters Prepared,41877.43,20004,1,0.106429026,-0.744908186,0.21210577,3.96,4,3.7,4,3.8,3.76,0,0,0,-0.04,6,3.87,8
129,0,0,6625,4185,31,GD Harpur,42,Doctor of Philosophy,Female,1,129,Hispanic or Latino,C38,Philosophy Interpretation and,21320.34,Harpur Doctor of Philosophy,Bachelors Prepared,47248.34,25928,1,0.107843085,-0.702272807,0.236784268,4,4,4,4,4,0,0,0,0,0,5,4,5.4
130,0,0,0,0,26.7,GD Harpur,58,Doctor of Philosophy,Female,0,130,White,C23,English,7287.17,Harpur Doctor of Philosophy,Bachelors Prepared,7287.17,0,1,0.079580753,-1.554411917,-0.256456652,3.8,4,4,3.65,3.65,3.7,4,0,0,-0.01,7,3.83,25.2
131,0,0,0,0,55.3,GD Harpur,64,Doctor of Philosophy,Female,0,131,White,C29,History,1513.55,Harpur Doctor of Philosophy,Masters Prepared,1513.55,0,1,0.109445686,-0.65395271,0.264753233,0,0,0,0,0,0,0,0,0,0,0,0,0.6
132,0,0,0,0,25.7,GD Harpur,55,Doctor of Philosophy,Female,0,132,White,C23,English,9521.5,Harpur Doctor of Philosophy,Masters Prepared,9521.5,0,1,0.079580753,-1.554411917,-0.256456652,3.7,3.57,4,4,4,4,3.7,0,0,0.03,7,3.85,26.2
133,0,0,0,0,24.7,GD Education,49,Doctor of Education,Female,0,133,White,E99,Educational Theory and Practic,17987.3,Education EDD,0,17987.3,0,1,0.079580753,-1.554411917,-0.256456652,3.8,3.9,3.9,4,3.3,3,4,4,0,-0.02,8,3.74,19.2
134,0,0,0,0,54.7,GD Nursing,71,Doctor of Philosophy,Female,0,134,White,D99,Nursing,17999.95,Nursing PhD,0,17999.95,0,1,0.079580753,-1.554411917,-0.256456652,3.7,3.3,4,4,4,4,3.3,4,0,0.02,8,3.79,12.2
135,0,0,0,0,53.3,GD Education,65,Doctor of Education,Female,0,135,Unknown,E99,Educational Theory and Practic,10048.55,Education EDD,0,10048.55,0,1,0.079580753,-1.554411917,-0.256456652,0,0,0,0,0,0,0,0,0,0,0,0,9
136,0,0,0,0,41,GD CCPA,47,Doctor of Philosophy,Female,0,136,White,F44,Community and Public Affairs,14425.57,Community & Public Affairs PHD,0,14425.57,0,1,0.108993187,-0.667596032,0.256856114,4,4,4,4,4,4,4,0,1,0,7,4,4.4
137,0,0,0,0,24.7,GD Harpur,49,Doctor of Philosophy,Female,0,137,White,C01,Anthropology,66337.95,Harpur Doctor of Philosophy,Masters Prepared,66337.95,0,1,0.079580753,-1.554411917,-0.256456652,3.67,3.43,3.7,3.7,4,4,0,0,0,0.1,6,3.75,20
138,0,0,0,0,49,GD Nursing,58,Doctor of Philosophy,Female,0,138,White,D99,Nursing,27636.3,Nursing PhD,0,27636.3,0,1,0.105976527,-0.758551507,0.204208651,4,4,4,4,4,4,4,4,0,0,8,4,7
139,0,0,0,0,24.7,GD Harpur,49,Doctor of Philosophy,Female,0,139,White,C29,History,3976.5,Harpur Doctor of Philosophy,Masters Prepared,3976.5,0,1,0.107899648,-0.700567391,0.237771408,3.9,3.77,3.87,4,4,0,0,0,0,0.04,5,3.91,16.7
140,0,0,0,0,23.7,GD Harpur,50,Doctor of Philosophy,Female,0,140,White,C09,Art History,1788.4,Harpur Doctor of Philosophy,Masters Prepared,1788.4,0,1,0.079580753,-1.554411917,-0.256456652,3.35,3.8,3.3,3.7,3.7,3.7,0,0,1,0.05,6,3.59,16
141,0,0,0,0,42,GD Harpur,51,Doctor of Philosophy,Male,0,141,White,C60,Translation Studies,7748.75,Harpur Doctor of Philosophy,Masters Prepared,7748.75,0,1,0.079580753,-1.554411917,-0.256456652,0,0,0,0,0,0,0,0,0,0,0,0,1.4
142,3141,0,0,0,27.7,GD Harpur,47,Doctor of Philosophy,Male,1,142,White,C01,Anthropology,7192.65,Harpur Doctor of Philosophy,Masters Prepared,10333.65,3141,1,0.107937356,-0.699430448,0.238429502,3.85,4,4,4,3.8,4,4,0,0,0.01,7,3.95,13.7
143,0,0,0,0,35.7,GD Watson,60,Doctor of Philosophy,Female,0,143,White,R93,Systems Science,23742.31,Systems Science PhD,0,23742.31,0,1,0.079580753,-1.554411917,-0.256456652,3.7,3.5,3.15,2.46,3.15,0,0,0,1,-0.21,5,3.19,18.7
144,0,0,0,0,22.7,GD Harpur,39,Doctor of Philosophy,Female,0,144,White,C29,History,11997.1,Harpur Doctor of Philosophy,Masters Prepared,11997.1,0,1,0.079580753,-1.554411917,-0.256456652,3.8,4,3.9,3.8,3.91,0,0,0,0,0,5,3.88,11.2
145,0,0,0,0,22.7,GD Harpur,44,Doctor of Philosophy,Female,1,145,Asian,C52,Sociology,48966.95,Harpur Doctor of Philosophy,Masters Prepared,49315.95,349,1,0.079580753,-1.554411917,-0.256456652,3.67,4,3.66,3.7,3.85,4,0,0,0,0.04,6,3.81,12.2
146,0,0,0,0,21.7,GD Harpur,44,Doctor of Philosophy,Female,0,146,Black or African American,C43,Political Science,3446.6,Harpur Doctor of Philosophy,Masters Prepared,3446.6,0,1,0.079580753,-1.554411917,-0.256456652,3.67,3.67,3.47,3.33,3.6,3.21,3.5,0,0,-0.05,7,3.49,13.7
147,0,0,0,0,37.7,GD Harpur,56,Doctor of Philosophy,Female,0,147,White,C09,Art History,10938.87,Harpur Doctor of Philosophy,Bachelors Prepared,10938.87,0,1,0.079580753,-1.554411917,-0.256456652,3.7,3.7,4,3.7,4,4,4,0,1,0.05,7,3.87,12.7
148,0,0,0,0,24.7,GD Harpur,51,Doctor of Philosophy,Female,0,148,White,C01,Anthropology,7459.35,Harpur Doctor of Philosophy,Bachelors Prepared,7459.35,0,1,0.079580753,-1.554411917,-0.256456652,3.46,3.85,4,3.7,4,4,0,0,0,0.08,6,3.84,19.2
149,0,0,0,0,22.7,GD Harpur,42,Doctor of Philosophy,Male,0,149,Europe,C38,Philosophy Interpretation and,13771.1,Harpur Doctor of Philosophy,Masters Prepared,13771.1,0,1,0.079580753,-1.554411917,-0.256456652,4,4,4,4,3.9,0,0,0,0,-0.02,5,3.98,9.7
150,0,0,0,0,25.7,GD Harpur,39,Doctor of Philosophy,Male,1,150,White,C23,English,12848.5,Harpur Doctor of Philosophy,Masters Prepared,19130.5,6282,1,0.079580753,-1.554411917,-0.256456652,0,0,0,0,0,0,0,0,0,0,0,0,3.7
151,0,0,0,0,24.7,GD Harpur,46,Doctor of Philosophy,Female,0,151,Asian,C52,Sociology,5545.5,Harpur Doctor of Philosophy,Masters Prepared,5545.5,0,1,0.079580753,-1.554411917,-0.256456652,3.57,3.43,3.5,3.48,3.7,0,0,0,0,0.03,5,3.54,12.7
152,0,0,0,0,29.7,GD Harpur,49,Doctor of Philosophy,Female,0,152,Asia,C33,Comparative Literature,90985.28,Harpur Doctor of Philosophy,Masters Prepared,90985.28,0,1,0.079580753,-1.554411917,-0.256456652,3.8,4,4,4,3.87,4,4,0,0,0.02,7,3.95,11.7
153,0,0,0,0,29.7,GD Harpur,50,Doctor of Philosophy,Female,0,153,White,C43,Political Science,4264.1,Harpur Doctor of Philosophy,Bachelors Prepared,4264.1,0,1,0.079580753,-1.554411917,-0.256456652,3.33,3.43,3.33,3.23,2.5,0,0,0,0,-0.19,5,3.17,10.7
154,0,0,3141,3141,25,GD Watson,36,Doctor of Philosophy,Female,1,154,Hispanic or Latino,R87,Industrial and Systems Enginee,10356.65,Industrial and Systems Eng PhD,0,23708.65,13352,1,0.079580753,-1.554411917,-0.256456652,3.35,3.65,0,0,0,0,0,0,0,0.3,2,3.5,5.4
155,0,0,0,0,26.7,GD Harpur,45,Doctor of Philosophy,Female,0,155,South America,C38,Philosophy Interpretation and,20547.5,Harpur Doctor of Philosophy,Masters Prepared,20547.5,0,1,0.079580753,-1.554411917,-0.256456652,3.9,4,4,4,4,0,0,0,0,0.02,5,3.98,11.2
156,0,0,0,0,29.7,GD Harpur,48,Doctor of Philosophy,Female,0,156,North America,C09,Art History,7224.95,Harpur Doctor of Philosophy,Bachelors Prepared,7224.95,0,1,0.079580753,-1.554411917,-0.256456652,3.8,3.7,3.8,0,0,0,0,0,0,0,3,3.77,8.7
157,0,0,0,0,21.7,GD Harpur,41,Doctor of Philosophy,Female,1,157,White,C01,Anthropology,1578.75,Harpur Doctor of Philosophy,Masters Prepared,1927.75,349,1,0.079580753,-1.554411917,-0.256456652,3.8,3.7,4,4,4,3.76,4,0,0,0.03,7,3.89,9.2
158,0,0,0,0,33.3,GD Watson,45,Doctor of Philosophy,Male,0,158,White,R98,Mechanical Engineering,4811.5,Mechanical Engineering PhD,0,4811.5,0,1,0.079580753,-1.554411917,-0.256456652,0,0,0,0,0,0,0,0,0,0,0,0,4
159,0,0,0,0,21.7,GD Harpur,39,Doctor of Philosophy,Male,0,159,White,C34,Mathematics,3177.1,Harpur Doctor of Philosophy,Masters Prepared,3177.1,0,1,0.079580753,-1.554411917,-0.256456652,3.43,3.33,4,3.65,3.7,3.7,3.3,3.7,0,0.01,8,3.6,7.7
160,0,349,349,0,21.7,GD Harpur,36,Doctor of Philosophy,Female,1,160,White,C15,Chemistry,1000.4,Harpur Doctor of Philosophy,Bachelors Prepared,1698.4,698,1,0.079580753,-1.554411917,-0.256456652,3.76,4,4,4,0,0,0,0,0,0.07,4,3.94,4.7
161,0,0,0,552,23.7,GD Watson,38,Doctor of Philosophy,Male,1,161,India,R92,Computer Science,25643.15,Computer Science PhD,0,31163.15,5520,1,0.079580753,-1.554411917,-0.256456652,3.65,3.93,3.7,3.5,3,4,4,4,0,0.04,8,3.72,7.2
162,0,0,0,0,25.7,GD Harpur,39,Doctor of Philosophy,Male,1,162,White,C23,English,20310.7,Harpur Doctor of Philosophy,Bachelors Prepared,21008.7,698,1,0.079580753,-1.554411917,-0.256456652,3.85,4,4,4,0,0,0,0,0,0.04,4,3.96,3.7
163,0,0,0,0,28.7,GD Watson,40,Doctor of Philosophy,Male,1,163,India,R87,Industrial and Systems Enginee,23161.15,Industrial and Systems Eng PhD,0,23713.15,552,1,0.079580753,-1.554411917,-0.256456652,0,0,0,0,0,0,0,0,0,0,0,0,1.7
164,0,0,0,0,23.7,GD Harpur,44,Doctor of Philosophy,Male,0,164,White,C29,History,54941.4,Harpur Doctor of Philosophy,Bachelors Prepared,54941.4,0,1,0.079580753,-1.554411917,-0.256456652,3.67,3.5,3.61,0,0,0,0,0,0,-0.03,3,3.59,11.7
165,0,0,0,0,42,GD Harpur,44,Doctor of Philosophy,Male,0,165,South America,C26,Geology,7683.25,Harpur Doctor of Philosophy,Masters Prepared,7683.25,0,1,0.109747352,-0.644857163,0.27001798,0,0,0,0,0,0,0,0,0,0,0,0,0.4
166,0,0,0,0,26.7,GD Harpur,46,Doctor of Philosophy,Female,0,166,White,C38,Philosophy Interpretation and,87886.1,Harpur Doctor of Philosophy,Bachelors Prepared,87886.1,0,1,0.079580753,-1.554411917,-0.256456652,3.57,4,3.7,0,0,0,0,0,0,0.06,3,3.76,12.7
167,0,0,0,0,25.7,GD Harpur,45,Doctor of Philosophy,Male,0,167,Hispanic or Latino,C38,Philosophy Interpretation and,45002.05,Harpur Doctor of Philosophy,Masters Prepared,45002.05,0,1,0.079580753,-1.554411917,-0.256456652,3.57,3.8,4,4,3.9,4,4,0,0,0.06,7,3.9,10.7
168,0,0,0,0,28,GD Watson,39,Doctor of Philosophy,Male,0,168,India,R87,Industrial and Systems Enginee,23124.3,Industrial and Systems Eng PhD,0,23124.3,0,1,0.079580753,-1.554411917,-0.256456652,0,0,0,0,0,0,0,0,0,0,0,0,1.4
169,0,0,0,0,20.7,GD Harpur,39,Doctor of Philosophy,Male,0,169,White,C23,English,17526.35,Harpur Doctor of Philosophy,Masters Prepared,17526.35,0,1,0.079580753,-1.554411917,-0.256456652,3.43,4,4,4,3.67,4,3.93,3.94,0,0.03,8,3.87,8.2
170,0,0,0,0,23.7,GD Harpur,42,Doctor of Philosophy,Male,0,170,White,C23,English,2796.1,Harpur Doctor of Philosophy,Masters Prepared,2796.1,0,1,0.079580753,-1.554411917,-0.256456652,3.57,3.7,4,4,4,3.85,4,4,0,0.05,8,3.89,8.7
171,0,0,0,0,27.7,GD Harpur,45,Doctor of Philosophy,Female,0,171,Black or African American,C60,Translation Studies,30238.05,Harpur Doctor of Philosophy,Bachelors Prepared,30238.05,0,1,0.079580753,-1.554411917,-0.256456652,3,3.01,3.25,3.81,4,3.6,4,3.69,0,0.13,8,3.55,7.2
172,0,0,0,0,24.7,GD Harpur,46,Doctor of Philosophy,Female,0,172,Unknown,C52,Sociology,56195.65,Harpur Doctor of Philosophy,Masters Prepared,56195.65,0,1,0.079580753,-1.554411917,-0.256456652,3.8,3.7,3.28,3.8,3.9,3.85,4,0,1,0.05,7,3.76,12.2
173,0,0,0,0,27.7,GD Harpur,47,Doctor of Philosophy,Male,0,173,White,C13,Biological Sciences,2330.75,Harpur Doctor of Philosophy,Bachelors Prepared,2330.75,0,1,0.079580753,-1.554411917,-0.256456652,3.3,4,0,0,0,0,0,0,1,0.7,2,3.65,9.2
174,0,0,0,0,29.7,GD Harpur,46,Doctor of Philosophy,Female,0,174,Asia,C29,History,4984.25,Harpur Doctor of Philosophy,Bachelors Prepared,4984.25,0,1,0.079580753,-1.554411917,-0.256456652,3.85,4,3.73,3.7,0,0,0,0,0,-0.07,4,3.82,6
175,0,0,0,0,25.7,GD Harpur,41,Doctor of Philosophy,Male,0,175,White,C34,Mathematics,8154.9,Harpur Doctor of Philosophy,Masters Prepared,8154.9,0,1,0.079580753,-1.554411917,-0.256456652,3.67,4,4,4,4,4,4,4,0,0.03,8,3.96,5.7
176,0,0,0,0,21.7,GD Harpur,37,Doctor of Philosophy,Female,0,176,White,C47,Clinical Psychology,14189.55,Harpur Doctor of Philosophy,Bachelors Prepared,14189.55,0,1,0.079580753,-1.554411917,-0.256456652,4,3.93,4,3.72,4,4,4,4,0,0.01,8,3.96,6.2
177,0,0,0,0,26.7,GD Harpur,42,Doctor of Philosophy,Female,0,177,China,C22,Economics,13476.2,Harpur Doctor of Philosophy,Bachelors Prepared,13476.2,0,1,0.079580753,-1.554411917,-0.256456652,3.9,3.5,4,3.85,3.8,4,4,0,0,0.04,7,3.86,5.2
178,0,0,0,0,25.7,GD Harpur,42,Doctor of Philosophy,Male,0,178,Asia,C09,Art History,10670.6,Harpur Doctor of Philosophy,Bachelors Prepared,10670.6,0,1,0.079580753,-1.554411917,-0.256456652,4,4,3.85,0,0,0,0,0,0,-0.08,3,3.95,7
179,0,0,0,0,24.7,GD Management,41,Doctor of Philosophy,Female,0,179,China,B99,Management PHD,11993.4,Management PhD,0,11993.4,0,1,0.079580753,-1.554411917,-0.256456652,3.87,3.92,3.77,4,3.7,0,0,0,0,-0.03,5,3.85,6
180,0,0,0,0,23.7,GD Harpur,40,Doctor of Philosophy,Male,0,180,Unknown,C37,Philosophy SPEL,14356.85,Harpur Doctor of Philosophy,Masters Prepared,14356.85,0,1,0.079580753,-1.554411917,-0.256456652,4,4,4,4,4,0,0,0,0,0,5,4,6.7
181,0,0,0,0,28.7,GD Harpur,45,Doctor of Philosophy,Male,1,181,South America,C38,Philosophy Interpretation and,18670.96,Harpur Doctor of Philosophy,Masters Prepared,20406.96,1736,1,0.079580753,-1.554411917,-0.256456652,3.8,3.9,4,4,4,0,0,0,0,0.05,5,3.94,8.7
182,0,0,0,0,26,GD Watson,36,Doctor of Philosophy,Male,0,182,Asian,R96,Electrical Engineering,11302.55,Electrical Engineering PhD,0,11302.55,0,1,0.109747352,-0.644857163,0.27001798,4,4,4,4,4,0,0,0,1,0,5,4,3.4
183,0,0,0,0,41.7,GD Harpur,58,Doctor of Philosophy,Male,0,183,Black or African American,C43,Political Science,69023.4,Harpur Doctor of Philosophy,Bachelors Prepared,69023.4,0,1,0.079580753,-1.554411917,-0.256456652,3.57,3.47,3.23,3.8,3.67,0,0,0,0,0.05,5,3.55,7.7
184,0,0,0,0,37.7,GD Harpur,55,Doctor of Philosophy,Female,0,184,White,C23,English,5350.85,Harpur Doctor of Philosophy,Bachelors Prepared,5350.85,0,1,0.079580753,-1.554411917,-0.256456652,4,3.9,4,4,0,0,0,0,0,0.01,4,3.98,9.7
185,0,0,0,0,25.7,GD Harpur,41,Doctor of Philosophy,Female,0,185,Europe,C43,Political Science,11915.2,Harpur Doctor of Philosophy,Masters Prepared,11915.2,0,1,0.079580753,-1.554411917,-0.256456652,3.9,3.9,3.77,3.9,3.77,0,0,0,0,-0.03,5,3.85,5.2
186,0,0,0,0,27.7,GD Harpur,43,Doctor of Philosophy,Female,0,186,Asia,C29,History,11745.65,Harpur Doctor of Philosophy,Bachelors Prepared,11745.65,0,1,0.079580753,-1.554411917,-0.256456652,3.8,3.8,4,0,0,0,0,0,0,0.1,3,3.87,5
187,0,0,0,0,23.7,GD Harpur,39,Doctor of Philosophy,Male,1,187,China,C34,Mathematics,17003.8,Harpur Doctor of Philosophy,Masters Prepared,18107.8,1104,1,0.079580753,-1.554411917,-0.256456652,3.9,4,3.85,3.69,4,3.42,4,4,0,0,8,3.86,6.2
188,0,0,0,0,21.7,GD Harpur,39,Doctor of Philosophy,Female,0,188,White,C01,Anthropology,9657.6,Harpur Doctor of Philosophy,Masters Prepared,9657.6,0,1,0.079580753,-1.554411917,-0.256456652,3.57,3.9,3.77,4,4,3.94,4,4,0,0.05,8,3.9,9.2
189,0,0,0,0,22.7,GD Harpur,41,Doctor of Philosophy,Female,0,189,White,C45,Behavioral Neuroscience,55604.75,Harpur Doctor of Philosophy,Bachelors Prepared,55604.75,0,1,0.079580753,-1.554411917,-0.256456652,3.32,3.43,3.6,2.8,3.33,0,0,0,1,-0.06,5,3.3,11.7
